Year,Make,Model,Price,Color
2011,Audi ,Audi A4,18880,Black
2011,Peugeot ,Peugeot 508,16946,Black
2011,Peugeot ,Peugeot 3008,15564,Red
2011,Volvo ,Volvo V50,15012,Brown
2011,Toyota ,Toyota Yaris,14183,White
2011,Opel ,Opel Astra,10223,Yellow
2011,Mitsubishi ,Mitsubishi ASX,9854,White
2011,Volkswagen ,Volkswagen Golf,61430,Orange
2011,Ford ,Ford Focus,39418,Gray
2011,Volkswagen ,Volkswagen Tiguan,33800,Orange
2011,Volkswagen ,Volkswagen Passat,33247,White
2011,Skoda ,Skoda Octavia,32879,Gray
2011,Volvo ,Volvo V70,29932,Yellow
2011,Nissan ,Nissan Qashqai,28735,Purple
2011,Ford ,Ford Mondeo,28366,White
2011,Toyota ,Toyota Auris,28274,Yellow
2011,Volvo ,Volvo V60,27261,Pink
2011,Toyota ,Toyota Avensis,26524,Blue
2011,Volkswagen ,Volkswagen Polo,20906,White
2011,Volvo ,Volvo XC60,17683,Blue
2011,Audi ,Audi A4,16946,Blue
2011,BMW ,BMW X3,13354,Gray
2011,Mitsubishi ,Mitsubishi ASX,12249,Brown
2011,Toyota ,Toyota Yaris,8657,Red
2011,Toyota ,Toyota Prius,6907,Green
2011,Nissan ,Nissan Leaf,1197,Pink
2011,Volkswagen ,Volkswagen Golf,57009,Yellow
2011,Ford ,Ford Focus,45312,Orange
2011,Volvo ,Volvo V70,42918,Purple
2011,Volkswagen ,Volkswagen Passat,36471,Pink
2011,Mitsubishi ,Mitsubishi ASX,35181,White
2011,Volkswagen ,Volkswagen Tiguan,30577,Gray
2011,Volvo ,Volvo V60,30484,Yellow
2011,Toyota ,Toyota Auris,27721,Red
2011,Ford ,Ford Mondeo,25511,Orange
2011,Nissan ,Nissan Qashqai,24958,Yellow
2011,Toyota ,Toyota Avensis,24682,Purple
2011,Skoda ,Skoda Octavia,23669,White
2011,Volkswagen ,Volkswagen Polo,21735,Green
2011,Volvo ,Volvo XC60,19156,Red
2011,Peugeot ,Peugeot 508,18051,Orange
2011,Toyota ,Toyota Yaris,17959,Orange
2011,Audi ,Audi A4,16393,Purple
2011,Peugeot ,Peugeot 3008,10683,Yellow
2011,Opel ,Opel Astra,10499,Orange
2011,Volvo ,Volvo V50,8657,Orange
2011,Volkswagen ,Volkswagen Golf,55904,Green
2011,Ford ,Ford Focus,49457,Green
2011,Volvo ,Volvo V70,46326,White
2011,Volkswagen ,Volkswagen Tiguan,44115,Orange
2011,Volkswagen ,Volkswagen Passat,38221,Green
2011,Mitsubishi ,Mitsubishi ASX,38221,Gray
2011,Volvo ,Volvo V60,33155,Gray
2011,Skoda ,Skoda Octavia,29563,Black
2011,Ford ,Ford Mondeo,28458,Gray
2011,Volkswagen ,Volkswagen Polo,21182,Black
2011,Toyota ,Toyota Avensis,20722,White
2011,Nissan ,Nissan Qashqai,18972,White
2011,Volvo ,Volvo XC60,17867,Gray
2011,Toyota ,Toyota Yaris,17314,Gray
2011,Audi ,Audi A4,17038,White
2011,Peugeot ,Peugeot 508,12986,Brown
2011,Toyota ,Toyota Auris,11880,Gray
2011,Volvo ,Volvo V50,10867,Red
2011,Peugeot ,Peugeot 3008,8288,Black
2011,Opel ,Opel Astra,7460,Gray
2012,Volkswagen ,Volkswagen Golf,44391,Green
2012,Toyota ,Toyota Yaris,35089,Orange
2012,Volkswagen ,Volkswagen Tiguan,30945,Red
2012,Nissan ,Nissan Qashqai,30484,Red
2012,Volvo ,Volvo V70,28827,Purple
2012,Volkswagen ,Volkswagen Passat,26708,Gray
2012,Ford ,Ford Focus,23116,Brown
2012,Mitsubishi ,Mitsubishi ASX,21919,Pink
2012,BMW ,BMW X3,21827,Yellow
2012,Volvo ,Volvo V60,20722,Red
2012,Volvo ,Volvo XC60,20538,Orange
2012,Toyota ,Toyota Avensis,20353,Black
2012,Nissan ,Nissan Leaf,19340,Orange
2012,Peugeot ,Peugeot 508,17130,Blue
2012,Toyota ,Toyota Auris,16946,Purple
2012,Ford ,Ford Mondeo,16762,Brown
2012,Toyota ,Toyota Rav4,16485,Brown
2012,Volkswagen ,Volkswagen Polo,16485,White
2012,Audi ,Audi Q3,14643,Green
2012,Suzuki ,Suzuki Swift,14551,Black
2012,Toyota ,Toyota Avensis,38958,Gray
2012,Volkswagen ,Volkswagen Golf,34721,Blue
2012,Volkswagen ,Volkswagen Tiguan,28919,White
2012,Toyota ,Toyota Yaris,28458,White
2012,Ford ,Ford Focus,25419,White
2012,Volvo ,Volvo V70,24866,Blue
2012,Volkswagen ,Volkswagen Passat,24222,Blue
2012,Nissan ,Nissan Qashqai,20722,Purple
2012,Toyota ,Toyota Auris,20169,Blue
2012,Skoda ,Skoda Octavia,20169,Pink
2012,Nissan ,Nissan Leaf,19709,Gray
2012,Ford ,Ford Mondeo,19156,Brown
2012,Volkswagen ,Volkswagen Polo,18235,Purple
2012,Volvo ,Volvo V60,17130,Purple
2012,Toyota ,Toyota Rav4,15933,Pink
2012,Mitsubishi ,Mitsubishi ASX,15749,Black
2012,Peugeot ,Peugeot 508,15564,Pink
2012,Kia ,Kia Sportage,14183,Pink
2012,BMW ,BMW X3,12157,Pink
2012,Volvo ,Volvo XC60,12157,Gray
2012,Volkswagen ,Volkswagen Golf,55167,Blue
2012,Ford ,Ford Focus,46878,Red
2012,Toyota ,Toyota Avensis,46049,White
2012,Volvo ,Volvo V70,40431,Green
2012,Volkswagen ,Volkswagen Tiguan,34721,Yellow
2012,Toyota ,Toyota Yaris,33892,Yellow
2012,Volkswagen ,Volkswagen Passat,30577,Yellow
2012,Nissan ,Nissan Qashqai,26985,Blue
2012,Ford ,Ford Mondeo,24314,White
2012,Toyota ,Toyota Auris,24222,Green
2012,Volvo ,Volvo V50,21367,Yellow
2012,Toyota ,Toyota Rav4,20998,Blue
2012,Skoda ,Skoda Octavia,19340,Black
2012,Volvo ,Volvo V60,18327,Blue
2012,Mitsubishi ,Mitsubishi ASX,17130,Blue
2012,BMW ,BMW X3,17130,Black
2012,Nissan ,Nissan Leaf,16485,Red
2012,Volvo ,Volvo XC60,15933,Blue
2012,Volkswagen ,Volkswagen Polo,12525,White
2012,Peugeot ,Peugeot 508,12249,Black
2012,Volkswagen ,Volkswagen Golf,63088,Brown
2012,Volkswagen ,Volkswagen Tiguan,38129,Purple
2012,Volkswagen ,Volkswagen Passat,36563,White
2012,Toyota ,Toyota Avensis,29103,Brown
2012,Volvo ,Volvo V70,27721,Yellow
2012,Skoda ,Skoda Octavia,27353,Purple
2012,Toyota ,Toyota Yaris,26616,Pink
2012,Ford ,Ford Focus,24774,Yellow
2012,Volkswagen ,Volkswagen Polo,23669,Blue
2012,Volvo ,Volvo V50,20998,Pink
2012,Toyota ,Toyota Auris,19156,Yellow
2012,Mitsubishi ,Mitsubishi ASX,18419,Yellow
2012,BMW ,BMW X3,18327,Yellow
2012,Nissan ,Nissan Qashqai,18143,Gray
2012,Volvo ,Volvo V60,16854,Green
2012,Volvo ,Volvo XC60,15564,Blue
2012,Toyota ,Toyota Rav4,14459,Purple
2012,Ford ,Ford Mondeo,14275,Purple
2012,Peugeot ,Peugeot 508,11788,Brown
2012,Nissan ,Nissan Leaf,10407,Brown
2012,Volkswagen ,Volkswagen Golf,51115,Green
2012,Ford ,Ford Focus,43010,Black
2012,Volkswagen ,Volkswagen Passat,38405,Blue
2012,Toyota ,Toyota Avensis,34629,Pink
2012,Volvo ,Volvo V70,30577,Brown
2012,Volvo ,Volvo V50,30300,Red
2012,Volkswagen ,Volkswagen Tiguan,28827,Orange
2012,Toyota ,Toyota Auris,27537,Brown
2012,Nissan ,Nissan Qashqai,23945,Gray
2012,Volvo ,Volvo V60,23761,Orange
2012,Toyota ,Toyota Yaris,23577,Pink
2012,Mitsubishi ,Mitsubishi ASX,22103,White
2012,BMW ,BMW X3,20538,Orange
2012,Skoda ,Skoda Octavia,20261,Gray
2012,Peugeot ,Peugeot 508,18235,Black
2012,Nissan ,Nissan Leaf,16485,Gray
2012,Ford ,Ford Mondeo,16393,Yellow
2012,Toyota ,Toyota Rav4,13722,Black
2012,Volkswagen ,Volkswagen Polo,10959,Yellow
2012,Volvo ,Volvo XC60,10775,Green
2012,Ford ,Ford Focus,47523,Pink
2012,Volkswagen ,Volkswagen Golf,34721,Green
2012,Volkswagen ,Volkswagen Passat,32142,Gray
2012,Toyota ,Toyota Avensis,30669,White
2012,Volkswagen ,Volkswagen Tiguan,28642,Black
2012,Volvo ,Volvo V70,28090,Black
2012,Skoda ,Skoda Octavia,25235,Green
2012,Nissan ,Nissan Qashqai,20906,Blue
2012,Ford ,Ford Mondeo,20814,Blue
2012,Volvo ,Volvo V60,20630,Green
2012,BMW ,BMW X3,20630,Purple
2012,Toyota ,Toyota Yaris,19617,Red
2012,Toyota ,Toyota Auris,19156,Black
2012,Mazda ,Mazda CX-5,18788,White
2012,Subaru ,Subaru XV,16762,Blue
2012,Mitsubishi ,Mitsubishi ASX,16209,Green
2012,Kia ,Kia Sportage,15104,Green
2012,Volvo ,Volvo XC60,14459,Purple
2012,Peugeot ,Peugeot 508,14367,Pink
2012,Toyota ,Toyota Prius,13262,Purple
2012,Audi ,Audi A4,13170,Red
2012,Ford ,Ford S-Max,12893,Brown
2012,Volvo ,Volvo V50,12709,Blue
2012,Nissan ,Nissan Leaf,12709,Gray
2012,BMW ,BMW 1-serie,12249,Brown
2012,Peugeot ,Peugeot 208,12249,Brown
2012,Hyundai ,Hyundai i30,12157,Brown
2012,Skoda ,Skoda Superb,11696,Purple
2012,Toyota ,Toyota RAV4,11512,Green
2012,Hyundai ,Hyundai ix35,11512,Gray
2012,Volkswagen ,Volkswagen Polo,10130,Purple
2012,Volkswagen ,Volkswagen Golf,56364,Red
2012,Volkswagen ,Volkswagen Passat,38681,Pink
2012,Toyota ,Toyota Avensis,34813,Orange
2012,Ford ,Ford Focus,33984,White
2012,Skoda ,Skoda Octavia,32787,Black
2012,Volkswagen ,Volkswagen Tiguan,32419,Gray
2012,Volvo ,Volvo V70,31313,Blue
2012,Nissan ,Nissan Qashqai,25327,Red
2012,Subaru ,Subaru XV,24222,Brown
2012,Toyota ,Toyota Auris,22564,Red
2012,Volvo ,Volvo V60,22472,Pink
2012,Ford ,Ford Mondeo,20077,Pink
2012,Toyota ,Toyota Yaris,19525,Brown
2012,Volkswagen ,Volkswagen Polo,18235,Yellow
2012,Mitsubishi ,Mitsubishi ASX,16762,Brown
2012,Nissan ,Nissan Leaf,16025,Pink
2012,Volvo ,Volvo XC60,15933,Black
2012,BMW ,BMW X3,15196,Blue
2012,Toyota ,Toyota Rav4,11420,Gray
2012,Volvo ,Volvo V50,9486,Yellow
2012,Volkswagen ,Volkswagen Golf,52128,Red
2012,Toyota ,Toyota Yaris,41721,Brown
2012,Volkswagen ,Volkswagen Passat,31313,Yellow
2012,Ford ,Ford Focus,31037,Gray
2012,Toyota ,Toyota Avensis,25787,Gray
2012,Subaru ,Subaru XV,25051,White
2012,Volkswagen ,Volkswagen Polo,21735,Purple
2012,Nissan ,Nissan Qashqai,21367,Yellow
2012,Ford ,Ford Mondeo,21274,Gray
2012,Volkswagen ,Volkswagen Tiguan,20906,Black
2012,Skoda ,Skoda Octavia,19985,Black
2012,Nissan ,Nissan Leaf,19617,Blue
2012,Volvo ,Volvo V60,18327,Black
2012,Mitsubishi ,Mitsubishi ASX,17038,Red
2012,Audi ,Audi A4,17038,Green
2012,Kia ,Kia Sportage,16025,Pink
2012,Volvo ,Volvo V70,15933,Gray
2012,Toyota ,Toyota Auris,15749,White
2012,BMW ,BMW X3,12801,Blue
2012,Volvo ,Volvo V50,4236,Purple
2012,Volkswagen ,Volkswagen Golf,42457,Gray
2012,Ford ,Ford Focus,31129,Brown
2012,Toyota ,Toyota Prius,29840,Green
2012,Volkswagen ,Volkswagen Passat,29563,White
2012,Volvo ,Volvo V70,29471,Pink
2012,Subaru ,Subaru XV,29379,Yellow
2012,Volvo ,Volvo V60,27906,Orange
2012,Toyota ,Toyota Avensis,26524,Red
2012,Toyota ,Toyota Yaris,25235,Yellow
2012,Ford ,Ford Mondeo,24222,Purple
2012,Nissan ,Nissan Leaf,23669,Blue
2012,Volkswagen ,Volkswagen Tiguan,22564,Yellow
2012,Nissan ,Nissan Qashqai,20630,Black
2012,Skoda ,Skoda Octavia,16485,Purple
2012,BMW ,BMW X3,16209,Green
2012,Toyota ,Toyota Auris,15933,Brown
2012,Mitsubishi ,Mitsubishi ASX,14643,Black
2012,Audi ,Audi A4,10959,Yellow
2012,Kia ,Kia Sportage,10867,Black
2012,Volkswagen ,Volkswagen Polo,9302,Black
2012,Volkswagen ,Volkswagen Golf,44484,Red
2012,Toyota ,Toyota Yaris,42365,Orange
2012,Volkswagen ,Volkswagen Passat,36010,Pink
2012,Toyota ,Toyota Prius,32326,White
2012,Volkswagen ,Volkswagen Tiguan,31405,Blue
2012,Ford ,Ford Focus,29379,Orange
2012,Volvo ,Volvo V60,27169,Gray
2012,Toyota ,Toyota Avensis,26340,Red
2012,Nissan ,Nissan Leaf,25511,Red
2012,Volvo ,Volvo V70,25419,Blue
2012,Ford ,Ford Mondeo,24130,Yellow
2012,Skoda ,Skoda Octavia,23485,Yellow
2012,Nissan ,Nissan Qashqai,22011,Red
2012,Toyota ,Toyota Auris,20630,Brown
2012,Subaru ,Subaru XV,19525,Black
2012,Volvo ,Volvo XC60,16301,Pink
2012,BMW ,BMW X3,15656,White
2012,Volkswagen ,Volkswagen Polo,15564,Green
2012,Audi ,Audi A4,14735,Yellow
2012,Mitsubishi ,Mitsubishi ASX,12249,White
2012,Volkswagen ,Volkswagen Golf,61154,Green
2012,Volkswagen ,Volkswagen Passat,34629,Purple
2012,Volkswagen ,Volkswagen Tiguan,34168,Purple
2012,Toyota ,Toyota Yaris,33708,White
2012,Volvo ,Volvo V70,31037,Green
2012,Ford ,Ford Focus,27721,Gray
2012,Toyota ,Toyota Prius,25695,Orange
2012,Volvo ,Volvo V60,25603,Blue
2012,Nissan ,Nissan Qashqai,25051,Pink
2012,Volvo ,Volvo V40,21182,Purple
2012,Mitsubishi ,Mitsubishi Outlander,20630,Yellow
2012,Kia ,Kia Sportage,20538,Purple
2012,Audi ,Audi A4,19893,Purple
2012,Volkswagen ,Volkswagen up!,19156,Black
2012,Volkswagen ,Volkswagen Polo,19064,Black
2012,Volvo ,Volvo XC60,19064,Pink
2012,Nissan ,Nissan Leaf,18972,Black
2012,Toyota ,Toyota Auris,18327,Red
2012,Peugeot ,Peugeot 208,17959,Green
2012,Skoda ,Skoda Octavia,17498,Pink
2012,Toyota ,Toyota Avensis,17222,Red
2012,Subaru ,Subaru XV,15472,Purple
2012,BMW ,BMW 3-serie,14551,Brown
2012,Mercedes-Benz ,Mercedes-Benz B-klasse,13722,Gray
2012,Kia ,Kia cee'd,13446,Brown
2012,BMW ,BMW X3,12893,Blue
2012,Honda ,Honda CR-V,12709,Pink
2012,Mazda ,Mazda CX-5,12617,Black
2012,Ford ,Ford Mondeo,12249,Brown
2012,Citroen ,Citroen C4 Aircross,11880,Black
2012,Mitsubishi ,Mitsubishi ASX,8104,Green
2012,Volvo ,Volvo V70,41813,Brown
2012,Volkswagen ,Volkswagen Golf,41628,Red
2012,Ford ,Ford Focus,28458,Gray
2012,Volvo ,Volvo XC60,26432,Pink
2012,Volkswagen ,Volkswagen Tiguan,25603,Blue
2012,Volvo ,Volvo V60,24498,Black
2012,Volkswagen ,Volkswagen Passat,23209,Brown
2012,Skoda ,Skoda Octavia,23209,Brown
2012,Mazda ,Mazda CX-5,20814,Pink
2012,Volvo ,Volvo V40,20261,Purple
2012,Mitsubishi ,Mitsubishi Outlander,17683,Yellow
2012,Toyota ,Toyota Prius,17314,Gray
2012,Toyota ,Toyota Auris,14920,Pink
2012,Mercedes-Benz ,Mercedes-Benz B-klasse,14643,Orange
2012,Mercedes-Benz ,Mercedes-Benz C-klasse,13446,Yellow
2012,Audi ,Audi A4,12893,Purple
2012,Toyota ,Toyota Avensis,12709,Yellow
2012,Nissan ,Nissan Leaf,12709,Gray
2012,Toyota ,Toyota Yaris,12341,Blue
2012,Skoda ,Skoda Superb,12065,Brown
2012,Mercedes-Benz ,Mercedes-Benz A-klasse,12065,Gray
2012,Ford ,Ford Mondeo,11512,Brown
2012,Honda ,Honda CR-V,11512,Blue
2012,Nissan ,Nissan Qashqai,11236,Green
2012,Hyundai ,Hyundai ix35,10683,Black
2012,Ford ,Ford Kuga,10499,Brown
2012,Kia ,Kia Sportage,10407,Orange
2012,BMW ,BMW X3,10223,White
2012,BMW ,BMW 3-serie,10130,Gray
2012,Volkswagen ,Volkswagen Polo,9394,Orange
2012,Subaru ,Subaru XV,7367,Brown
2012,Mitsubishi ,Mitsubishi ASX,6446,Orange
2013,Volkswagen ,Volkswagen Golf,67508,Blue
2013,Mazda ,Mazda CX-5,45128,Gray
2013,Toyota ,Toyota Yaris,37116,Blue
2013,Mitsubishi ,Mitsubishi Outlander,36102,Blue
2013,Ford ,Ford Focus,29195,Gray
2013,Nissan ,Nissan Qashqai,25511,Yellow
2013,Volkswagen ,Volkswagen Tiguan,25235,Blue
2013,Volvo ,Volvo V70,24774,Red
2013,Nissan ,Nissan Leaf,24406,Purple
2013,Toyota ,Toyota Prius,22840,Orange
2013,Volkswagen ,Volkswagen Passat,22564,Purple
2013,Volvo ,Volvo V40,22380,White
2013,Volvo ,Volvo V60,19432,Gray
2013,Honda ,Honda CR-V,18788,Green
2013,Toyota ,Toyota Avensis,18696,Brown
2013,BMW ,BMW X3,17959,Green
2013,Peugeot ,Peugeot 208,17867,Green
2013,BMW ,BMW 3-serie,17683,Pink
2013,Peugeot ,Peugeot 508,16577,Black
2013,Audi ,Audi A4,16485,Green
2013,Volkswagen ,Volkswagen Golf,62443,White
2013,Mazda ,Mazda CX-5,45773,Black
2013,Toyota ,Toyota Auris,37760,Pink
2013,Toyota ,Toyota Yaris,35918,White
2013,Nissan ,Nissan Leaf,26432,Brown
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,25879,Blue
2013,Volkswagen ,Volkswagen Passat,25235,Yellow
2013,Mitsubishi ,Mitsubishi Outlander,24590,Blue
2013,Volvo ,Volvo V40,23945,Black
2013,Ford ,Ford Focus,23301,Purple
2013,Volkswagen ,Volkswagen Tiguan,21459,Gray
2013,Honda ,Honda CR-V,20906,Red
2013,Volvo ,Volvo V70,18419,Gray
2013,Toyota ,Toyota Prius,18143,Pink
2013,Toyota ,Toyota Avensis,18051,Red
2013,Nissan ,Nissan Qashqai,17959,Black
2013,Peugeot ,Peugeot 208,17222,Pink
2013,Volvo ,Volvo V60,17130,Gray
2013,Kia ,Kia Sportage,16117,White
2013,Audi ,Audi A4,15564,Brown
2013,Volkswagen ,Volkswagen Golf,51115,Orange
2013,Mazda ,Mazda CX-5,45036,Blue
2013,Toyota ,Toyota Auris,36839,Green
2013,Nissan ,Nissan Leaf,27353,Red
2013,Volvo ,Volvo V40,24866,Purple
2013,Ford ,Ford Focus,24314,Orange
2013,Nissan ,Nissan Qashqai,23853,Purple
2013,Volkswagen ,Volkswagen Passat,23761,Brown
2013,Skoda ,Skoda Octavia,22380,Blue
2013,Toyota ,Toyota Yaris,22103,White
2013,Volkswagen ,Volkswagen Tiguan,21919,Red
2013,Mitsubishi ,Mitsubishi Outlander,21551,Black
2013,Toyota ,Toyota Avensis,20630,Yellow
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,20353,Purple
2013,Volvo ,Volvo V70,20169,Purple
2013,Honda ,Honda CR-V,19709,Blue
2013,Volvo ,Volvo V60,17498,Yellow
2013,Toyota ,Toyota Prius,14183,Yellow
2013,Peugeot ,Peugeot 208,13630,White
2013,Audi ,Audi A4,12801,Red
2013,Volkswagen ,Volkswagen Golf,83165,Pink
2013,Nissan ,Nissan Leaf,41905,Red
2013,Toyota ,Toyota Auris,39694,Pink
2013,Toyota ,Toyota Rav4,37760,Blue
2013,Mitsubishi ,Mitsubishi Outlander,35642,Green
2013,Volvo ,Volvo V40,33984,Purple
2013,Ford ,Ford Focus,29932,Black
2013,Volkswagen ,Volkswagen Passat,29840,White
2013,Volkswagen ,Volkswagen Tiguan,29103,Brown
2013,Toyota ,Toyota Yaris,27353,Orange
2013,Nissan ,Nissan Qashqai,24498,Black
2013,Volvo ,Volvo V70,24314,Orange
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,23945,Pink
2013,Skoda ,Skoda Octavia,23209,White
2013,Audi ,Audi A4,22748,Black
2013,Mazda ,Mazda CX-5,22380,Gray
2013,Volvo ,Volvo V60,22380,Gray
2013,Toyota ,Toyota Avensis,19156,Blue
2013,Honda ,Honda CR-V,18880,Yellow
2013,Toyota ,Toyota Prius,13907,Blue
2013,Volkswagen ,Volkswagen Golf,47154,Brown
2013,Volvo ,Volvo V40,36839,Gray
2013,Toyota ,Toyota Auris,36563,White
2013,Mitsubishi ,Mitsubishi Outlander,36471,Purple
2013,Toyota ,Toyota Yaris,33708,Gray
2013,Toyota ,Toyota Rav4,32787,Brown
2013,Ford ,Ford Focus,30853,Black
2013,Nissan ,Nissan Leaf,30392,Brown
2013,Toyota ,Toyota Avensis,25419,Yellow
2013,Nissan ,Nissan Qashqai,24037,Blue
2013,Volkswagen ,Volkswagen Passat,23577,Black
2013,Opel ,Opel Mokka,21919,Brown
2013,Volvo ,Volvo V70,19985,White
2013,Volkswagen ,Volkswagen Tiguan,19432,Black
2013,Audi ,Audi A3,19432,Purple
2013,Audi ,Audi A4,18143,Black
2013,Peugeot ,Peugeot 208,17867,Pink
2013,Skoda ,Skoda Octavia,17222,Green
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,16946,Yellow
2013, Mercedes-Benz , Mercedes-Benz A-klasse,16946,Orange
2013,BMW ,BMW 3-serie,15933,Orange
2013,Ford ,Ford Kuga,15749,Purple
2013,Mazda ,Mazda CX-5,15380,Blue
2013,Honda ,Honda CR-V,15104,Blue
2013,Volvo ,Volvo XC60,14643,Purple
2013,Ford ,Ford Fiesta,13907,Gray
2013,Ford ,Ford Mondeo,13630,Blue
2013,Volvo ,Volvo V60,13262,Red
2013,BMW ,BMW 1-serie,12893,Red
2013,Peugeot ,Peugeot 508,12617,Brown
2013,BMW ,BMW X3,12525,Orange
2013,Volkswagen ,Volkswagen Golf,50654,Pink
2013,Toyota ,Toyota Rav4,41260,Gray
2013,Toyota ,Toyota Yaris,32234,Pink
2013,Nissan ,Nissan Leaf,31313,Green
2013,Mazda ,Mazda CX-5,30945,Yellow
2013,Ford ,Ford Focus,27169,Purple
2013,Volkswagen ,Volkswagen Passat,25879,Brown
2013,Toyota ,Toyota Auris,24774,Blue
2013,Mitsubishi ,Mitsubishi Outlander,23945,Yellow
2013,Volvo ,Volvo V40,23116,Purple
2013,Nissan ,Nissan Qashqai,21182,Red
2013,Volvo ,Volvo V70,20077,Brown
2013,Volkswagen ,Volkswagen Tiguan,19893,White
2013,Skoda ,Skoda Octavia,16946,Purple
2013,Toyota ,Toyota Avensis,15196,Black
2013,Audi ,Audi A4,14643,Blue
2013,Honda ,Honda CR-V,12157,Pink
2013,Opel ,Opel Mokka,10130,White
2013,Volvo ,Volvo V60,9486,Red
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,7460,Black
2013,Volkswagen ,Volkswagen Golf,54062,Orange
2013,Mazda ,Mazda CX-5,46233,White
2013,Toyota ,Toyota Yaris,40615,Purple
2013,Toyota ,Toyota Rav4,38958,Red
2013,Volvo ,Volvo V40,30300,Orange
2013,Nissan ,Nissan Qashqai,26616,Green
2013,Nissan ,Nissan Leaf,24682,Orange
2013,Toyota ,Toyota Auris,23669,Green
2013,Skoda ,Skoda Octavia,21735,Black
2013,Volvo ,Volvo V70,21459,White
2013,Ford ,Ford Focus,21367,Purple
2013,Mitsubishi ,Mitsubishi Outlander,20998,Purple
2013,Volkswagen ,Volkswagen Tiguan,20998,Gray
2013,Volkswagen ,Volkswagen Passat,20446,Orange
2013,Toyota ,Toyota Avensis,20446,Purple
2013,Audi ,Audi A3,20446,Brown
2013,Audi ,Audi A4,17038,Yellow
2013,Volkswagen ,Volkswagen Polo,16393,Gray
2013,Volvo ,Volvo V60,15104,Pink
2013,Ford ,Ford Mondeo,14828,Purple
2013,Ford ,Ford Kuga,14551,Yellow
2013,Volvo ,Volvo XC60,14275,Brown
2013,BMW ,BMW 3-serie,13170,Pink
2013,Toyota ,Toyota Prius,13078,Yellow
2013,Volkswagen ,Volkswagen up!,13078,Black
2013,Kia ,Kia Sportage,12525,Black
2013,Hyundai ,Hyundai i20,12249,Green
2013,BMW ,BMW 1-serie,11144,Orange
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,10315,Orange
2013,Skoda ,Skoda Superb,10315,Yellow
2013,Honda ,Honda CR-V,6999,Yellow
2013,Volkswagen ,Volkswagen Golf,47339,Orange
2013,Mazda ,Mazda CX-5,46602,Pink
2013,Toyota ,Toyota Auris,42273,Blue
2013,Nissan ,Nissan Leaf,41260,Purple
2013,Toyota ,Toyota Yaris,39234,Red
2013,Toyota ,Toyota Rav4,33892,White
2013,Skoda ,Skoda Octavia,29840,Brown
2013,Volkswagen ,Volkswagen Tiguan,25051,Red
2013,Ford ,Ford Focus,23761,Purple
2013,Volkswagen ,Volkswagen Passat,20814,Yellow
2013,Volvo ,Volvo V40,19985,Pink
2013,Audi ,Audi A3,19617,Yellow
2013,Nissan ,Nissan Qashqai,18419,Yellow
2013,Mitsubishi ,Mitsubishi Outlander,17314,Green
2013,Toyota ,Toyota Avensis,14459,Yellow
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,13630,Brown
2013,Volvo ,Volvo V70,12986,Brown
2013,Audi ,Audi A4,12433,White
2013,Honda ,Honda CR-V,11144,White
2013,Volvo ,Volvo V60,10038,Brown
2013,Tesla ,Tesla Model S,56733,Green
2013,Volkswagen ,Volkswagen Golf,51667,Pink
2013,Toyota ,Toyota Auris,47062,Pink
2013,Skoda ,Skoda Octavia,40892,Gray
2013,Mazda ,Mazda CX-5,38773,Blue
2013,Volvo ,Volvo V40,34353,Black
2013,Nissan ,Nissan Leaf,32142,Red
2013,Toyota ,Toyota Rav4,28735,Purple
2013,Toyota ,Toyota Yaris,27353,Brown
2013,Volkswagen ,Volkswagen Tiguan,27077,Blue
2013,Volvo ,Volvo V70,25051,Gray
2013,Ford ,Ford Focus,23116,Gray
2013,Volkswagen ,Volkswagen Passat,23024,Purple
2013,Volvo ,Volvo XC60,19709,Orange
2013,BMW ,BMW 3-serie,19617,Green
2013,Volvo ,Volvo V60,18419,Black
2013,Audi ,Audi A3,18051,Orange
2013,Kia ,Kia Sportage,18051,Black
2013,Toyota ,Toyota Avensis,17314,Purple
2013,Nissan ,Nissan Qashqai,16854,Purple
2013,Mitsubishi ,Mitsubishi Outlander,15196,Red
2013,Audi ,Audi A4,13630,Green
2013,Peugeot ,Peugeot 208,13170,Purple
2013,Volkswagen ,Volkswagen Polo,12801,Purple
2013,BMW ,BMW X3,12709,Gray
2013,Ford ,Ford Mondeo,12249,Black
2013,Suzuki ,Suzuki SX4,12157,White
2013,BMW ,BMW 1-serie,12065,Green
2013,Toyota ,Toyota Prius,10867,Green
2013,Hyundai ,Hyundai i20,10315,Green
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,9854,White
2013,Nissan ,Nissan Leaf,65943,Blue
2013,Toyota ,Toyota Auris,62535,Orange
2013,Volkswagen ,Volkswagen Golf,59496,Green
2013,Skoda ,Skoda Octavia,49733,Black
2013,Toyota ,Toyota Yaris,41076,Pink
2013,Volvo ,Volvo V40,29379,Green
2013,Toyota ,Toyota Rav4,27629,Black
2013,Mazda ,Mazda CX-5,27537,White
2013,Volvo ,Volvo V70,26800,White
